#src	target
他来我家的时，我还没有准备好，所以我先请他在客厅座一下看电视。	他来我家的时，我还没有准备好，所以我先请他在客厅坐一下看电视。
虽然我觉得有点辛苦，可使没有迟到过开始上班的时间。我的责任感不准我睡过头了。	虽然我觉得有点辛苦，可是没有迟到过开始上班的时间。我的责任感不准我睡过头了。
经过这件事不是你也长大了不少，对码？	经过这件事不是你也长大了不少，对吗？
以上的情况，情多多指教。	以上的情况，请多多指教。
应为阿根廷从一九九八年开始有经济的问题所以现在的情形是更严重的。	因为阿根廷从一九九八年开始有经济的问题所以现在的情形是更严重的。
妳上课很忙绿，我知道，我也忙著写论。	妳上课很忙碌，我知道，我也忙著写论。
电脑真的有很多应用，而且现在网路这么发展我们就可以做很多事情，比如视上网看报，找资讯，玩游戏，跟人家连络等等。	电脑真的有很多应用，而且现在网路这么发展我们就可以做很多事情，比如是上网看报，找资讯，玩游戏，跟人家连络等等。
后来老是进去，她一碰到老师就笑起来了。	后来老师进去，她一碰到老师就笑起来了。
在美国，大学生上班是很正常的事情。因为美国的大学制度让祖恶声选课比较开饭。	在美国，大学生上班是很正常的事情。因为美国的大学制度让祖恶生选课比较开放。
他不知道他在那一站要下车。	他不知道他在哪一站要下车。
在计程车也有一为美国朋友，她更不爽因为她在台北还工作。	在计程车也有一位美国朋友，她更不爽因为她在台北还工作。
小文、小明和小华在考。	小文、小明和小华在烤。
世界上最有名的德国蔡就是猪脚跟各种各样的香肠。	世界上最有名的德国菜就是猪脚跟各种各样的香肠。
如果李厂长不处理的话，请麻烦你办你们的工厂，记得在这土上不是自由你的。	如果李厂长不处理的话，请麻烦你搬你们的工厂，记得在这土上不是只有你的。
我觉得环境保护最中要。	我觉得环境保护最重要。
若本学校的网站只限给家长使用，这作法我很支持。	若本学校的网站只限给家长使用，这做法我很支持。
工厂内重新庄还墙壁成为隔音的效果。	工厂内重新装潢墙壁成为隔音的效果。
他们只能有两个选择：接受降新或自动离职。	他们只能有两个选择：接受降薪或自动离职。
道理其实非常的简单，所谓正常的人有正常的朋友网，不太需要上网交友。	道理其实非常地简单，所谓正常的人有正常的朋友网，不太需要上网交友。
其中除了从事关与电子方面的人员以外，最常使用网路的阶层应该是青少年。	其中除了从事关于电子方面的人员以外，最常使用网路的阶层应该是青少年。
在日本，大学生打工的情况很不偏。	在日本，大学生打工的情况很普遍。
今天早上我要找您可是您不在，所以我学给您在一张子。	今天早上我要找您可是您不在，所以我写给您在一张纸。
说不了几句话，钟就下起雨来了，他们急著找别的地方。	说不了几句话，终究下起雨来了，他们急著找别的地方。
根据人生的自然来讲，每个人都爱自己的家人，尤其是「儿子与妈妈的关奚」，大家都会知道他们的爱是无法计算的。	根据人生的自然来讲，每个人都爱自己的家人，尤其是「儿子与妈妈的关系」，大家都会知道他们的爱是无法计算的。
打工虽然可辛苦，还是值得做。	打工虽然很辛苦，还是值得做。
因此，我支持父母先制孩子们上网的时间，这样孩可以学到网路是如何拉近人与人在时空上的距离。	因此，我支持父母限制孩子们上网的时间，这样孩可以学到网路是如何拉近人与人在时空上的距离。
所以你好好得想要怎么做，如果要我帮甚么忙随时都可以告诉我。	所以你好好地想要怎么做，如果要我帮甚么忙随时都可以告诉我。
第二个介意如没办法的话，您们不能办到别的地方，您们可以做一些事情不要有臭臭的味道、也不会那么吵。	第二个建议如没办法的话，您们不能搬到别的地方，您们可以做一些事情不要有臭臭的味道、也不会那么吵。
最后，父亲将他送去了一个偏远地区，哪里没有电脑，希望他可以重新生活。	最后，父亲将他送去了一个偏远地区，那里没有电脑，希望他可以重新生活。
由于青少年年级尚轻，无法克制自己的行为，所以身为家长的父母亲应该担任克制的这个角色。	由于青少年年纪尚轻，无法克制自己的行为，所以身为家长的父母亲应该担任克制的这个角色。
我认为这是相当合理的情况，不仅不景气，主要的是打工对自己的将来也会更直得的经验。	我认为这是相当合理的情况，不仅不景气，主要的是打工对自己的将来也会更值得的经验。
到教室，我老师在教书，她对我很生气，我想怎的不好意思。	到教室，我老师在教书，她对我很生气，我想真的不好意思。
您可以想像我的惊讶，每天那么注意家人的事物安全我们居然还可以那么容易的中毒。	您可以想像我的惊讶，每天那么注意家人的食物安全我们居然还可以那么容易地中毒。
欸？为是么这么坏的情况？	欸？为什么这么坏的情况？
可是小孩也喜欢有自然的空间，我觉得「教室里装摄影机」是太夸张而太浪费了。	可是小孩也喜欢有自然的空间，我觉得「教室里装摄影机」是太夸张和太浪费了。
对不起，我不能参加你开的庆祝会，因为我有事情。但是我一定送给你一把很大的化。	对不起，我不能参加你开的庆祝会，因为我有事情。但是我一定送给你一把很大的花。
那天王先生馔衣服很好看，还有带蓝色的帽子。	那天王先生穿衣服很好看，还有带蓝色的帽子。
清流你的名子好让我谢谢您。	请留你的名字好让我谢谢您。
所以自己本身要做好时间管理，不能因为网路而让生活作息影像到正常生活，这样对身体也会造成重大的影响。	所以自己本身要做好时间管理，不能因为网路而让生活作息影响到正常生活，这样对身体也会造成重大的影响。
我就要参家你的会，可是那个天我跟我的妈妈和爸爸要去美因看见我的弟弟。	我就要参加你的会，可是那个天我跟我的妈妈和爸爸要去美国看见我的弟弟。
然后他的朋友进来大民的房间。	然后他的朋友进来大明的房间。
首先，我要说明他为什么不算商品。尽管却有人买卖牠，我想那种行为是不对的。	首先，我要说明牠为什么不算商品。尽管却有人买卖牠，我想那种行为是不对的。
我们的孩子和父母都因为噪音太大而睡不著，在村里大大小小都因臭味而生病了，有得病很严重。	我们的孩子和父母都因为噪音太大而睡不著，在村里大大小小都因臭味而生病了，有的病很严重。
但是在工厂我附近哪边，每天都排出怎么味道很臭跟很多噪音，有影响大家的建康和我们的生活。	但是在工厂我附近那边，每天都排出什么味道很臭跟很多噪音，有影响大家的健康和我们的生活。
我不认为打电脑打的久比较厉害，或是懂得多，重要的是内容。	我不认为打电脑打得久比较厉害，或是懂得多，重要的是内容。
我觉得大学生打工赚钱减少父母的负担是个好时。	我觉得大学生打工赚钱减少父母的负担是个好事。
我认为，一个人是透过人际关系学习人生的深澳意义，这个角色是高薪或金钱没办法做到的。	我认为，一个人是透过人际关系学习人生的深奥意义，这个角色是高薪或金钱没办法做到的。
我想，每个人都有自己的梦想一定要有勇感去实现它。	我想，每个人都有自己的梦想一定要有勇敢去实现它。
我们坐车４５分就到，我们开ＢＢＱ，我们都很快，我们玩的横高兴。	我们坐车４５分就到，我们开ＢＢＱ，我们都很快，我们玩得很高兴。
我也受到了经济的影响：我们是要上班但是薪水便少了。	我也受到了经济的影响：我们是要上班但是薪水变少了。
我会到晚上十点才回家，所以没时间看电影，请你寮解我，谢谢。	我会到晚上十点才回家，所以没时间看电影，请你了解我，谢谢。
刚开始我沉迷于「即时通」，每天和朋友在线上可以聊上数小时，聊一些有的没的，时间随著网路流逝的非常快，完全没有时间和精神可以应用在课业上。	刚开始我沉迷于「即时通」，每天和朋友在线上可以聊上数小时，聊一些有的没的，时间随著网路流逝地非常快，完全没有时间和精神可以应用在课业上。
妈妈教孩子画画，看化就让孩子长大以后有温柔温柔的个性，没有动手打人的态度。	妈妈教孩子画画，看画就让孩子长大以后有温柔温柔的个性，没有动手打人的态度。
我下了课以后，就根她坐公共汽车一起回家。	我下了课以后，就跟她坐公共汽车一起回家。
还记得有一次，在你的生日晚上，我们把你仍到水池吗？	还记得有一次，在你的生日晚上，我们把你扔到水池吗？
他愿赖天气太热，所以在路旁边停了。	他原来天气太热，所以在路旁边停了。
但是那时后我真的不知道那一方面的事比较适合我，比较喜欢。	但是那时后我真的不知道哪一方面的事比较适合我，比较喜欢。
我觉得这些人也在第二个象片儿，也在第三个象片儿。这个男人也在第一个象片儿。这两人是朋友。	我觉得这些人也在第二个相片儿，也在第三个相片儿。这个男人也在第一个象片儿。这两人是朋友。
在那个地方我打算走差不多三个小时走路，我开是走路的时候我觉得很强。	在那个地方我打算走差不多三个小时走路，我开始走路的时候我觉得很强。
反正，随著时间的流逝，春秋转换事情也被遗忘的快无足迹，却会带来丰盛的人生经历。	反正，随著时间的流逝，春秋转换事情也被遗忘得快无足迹，却会带来丰盛的人生经历。
但人对生活续求越来越高也想要享受安全及舒服，房车以竟成为人的生活必要不可却少。	但人对生活需求越来越高也想要享受安全及舒服，房车已经成为人的生活必要不可缺少。
你说的是对，跟那些失业的人比起来你也算是辛运的。	你说的是对，跟那些失业的人比起来你也算是幸运的。
每个礼拜一早上七点我都有课，可是上个周末，我朋友从美国来我家。	每个礼拜一早上七点我都有课，可是上个周末，我朋友从美国来我家。
虽然他们是小孩，需要成人的照顾，但他们也有人劝，我们应该尊重他们。	虽然他们是小孩，需要成人的照顾，但他们也有人权，我们应该尊重他们。
他们约在已前他们去过的那家餐厅。	他们约在以前他们去过的那家餐厅。
虽然学校里的事很多很忙但我妈妈一样的把我们照顾得很好。	虽然学校里的事很多很忙但我妈妈一样地把我们照顾得很好。
小孩子开始他们的正规教育的间题在有个地方解决不同。	小孩子开始他们的正规教育的问题在有的地方解决不同。
免费电影元电影播放或是网路拍卖等等网路就有很多资讯，很多东西容易让你上瘾像线上游戏、社群网站、免费电影元电影播放或是网路拍卖等等，很容易让你一直一直没办法做其他事情，没办法好好的念书等等。	免费电影院电影播放或是网路拍卖等等网路就有很多资讯，很多东西容易让你上瘾像线上游戏、社群网站、免费电影元电影播放或是网路拍卖等等，很容易让你一直一直没办法做其他事情，没办法好好的念书等等。
俗话说：鱼和熊张不可嗛得。我一定要选择的话，我支持环景保呼为甚么呢？我大概想两个方面。	俗话说：鱼和熊掌不可兼得。我一定要选择的话，我支持环境保护为甚么呢？我大概想两个方面。
我推建大学生一边读书一边上班这种状况，因为我觉得有工作的学生的想法比没有工作的学生想法成熟。	我推荐大学生一边读书一边上班这种状况，因为我觉得有工作的学生的想法比没有工作的学生想法成熟。
老师跟他说，只有妳一个人没有来考试，你就等下个学期吧！	老师跟他说，只有你一个人没有来考试，你就等下个学期吧！
我们民众相信贵公司，拜托贵公司，尽快时间内帮我们处理这件事。	我们民众相信贵公司，拜托贵公司，尽快时间内帮我们处理这件事。
我以前也有遇过跟你类似这种情况，哪时候我才念大学第一年。	我以前也有遇过跟你类似这种情况，那时候我才念大学第一年。
在络上我碰到我的好朋友，他知道我打算买牛肉，他送我一包牛肉。	在路上我碰到我的好朋友，他知道我打算买牛肉，他送我一包牛肉。
我已经来台湾气个月了。	我已经来台湾七个月了。
您要跟我多联络或者您要想要看我的家得医院报告，请您通知我，我就马上寄到卫生局办公室。	您要跟我多联络或者您要想要看我的家的医院报告，请您通知我，我就马上寄到卫生局办公室。
如果宠物公司会流行的话，他们会担心养宠物可能带来相反的校果。	如果宠物公司会流行的话，他们会担心养宠物可能带来相反的效果。
对我来说，这是很有意义得一件事。	对我来说，这是很有意义的一件事。
请注意！周末也是。周末的时候，很多人要在家休息。	请注意！周末也是。周末的时候，很多人要在家休息。
昨天再图书馆外面我掉了一本。	昨天在图书馆外面我掉了一本。
如果以台湾为例，保护环境调查研究表明，台湾人对于保护环境的意识很高。次缘故也是经济发展的结果。	如果以台湾为例，保护环境调查研究表明，台湾人对于保护环境的意识很高。此缘故也是经济发展的结果。
我提你们很高兴喔。	我替你们很高兴喔。
俗话说「为人不做亏心事，半夜鬼敲门也不警」。	俗话说「为人不做亏心事，半夜鬼敲门也不惊」。
我受到了一封邀请卡，我想去你们的婚礼祝福你们，不过因为我刚好你们婚礼那天我要考试。	我收到了一封邀请卡，我想去你们的婚礼祝福你们，不过因为我刚好你们婚礼那天我要考试。
总结来说，适当的使用网路将会为我们带来不少的方便，相反的，它将会影响我们的正常作息，甚至影响我们的身心灵。	总结来说，适当地使用网路将会为我们带来不少的方便，相反的，它将会影响我们的正常作息，甚至影响我们的身心灵。
老是较书。	老师教书。
最好，还是我们双方共同举办一个座谈，让双方代表可以「大开天窗说亮话」。	最好，还是我们双方共同举办一个座谈，让双方代表可以「打开天窗说亮话」。
如果你方面的话，我会三十分前接你。	如果你方便的话，我会三十分前接你。
我受到你来信，非常高兴。	我收到你来信，非常高兴。
网路对我们影响非浅，它不但让我们日常生活变得更方便，也为我们生活增添了不少的色彩。	网路对我们影响匪浅，它不但让我们日常生活变得更方便，也为我们生活增添了不少的色彩。
你设么失火有空？我要请你我家吃韩国的包子。	你什么时候有空？我要请你我家吃韩国的包子。
其实如果工作不会影响到读书的方面和不会超过学生的能力，应该可以保留让学生一边功作一边读书的。	其实如果工作不会影响到读书的方面和不会超过学生的能力，应该可以保留让学生一边工作一边读书的。
各国都市化的势趋很强烈，炫丽多采的大城市是国家繁荣的象征。	各国都市化的势趋很强烈，炫丽多彩的大城市是国家繁荣的象征。
我认为你还是不要太难过，好好的用这个机会来培养自己的兴趣，并且做自己有兴趣的事情。	我认为你还是不要太难过，好好得用这个机会来培养自己的兴趣，并且做自己有兴趣的事情。
他们要搭２９７号共车到山上旅行。	他们要搭２９７号公车到山上旅行。
最近工厂的噪音和臭味对著附近的邻居有很大的影响。	最近工厂的噪音和臭味对这附近的邻居有很大的影响。
虽然这么困难但是我认为我们要乐观一点，别想这么悲观麻！	虽然这么困难但是我认为我们要乐观一点，别想这么悲观嘛！
所以我请你们好好地管理全部得农场，还有可以被罚钱。	所以我请你们好好地管理全部的农场，还有可以被罚钱。
有一次在台湾我看到一份报仔，两夫妻因为迷上网玩电动玩具，把一个小朋友活活饿死！	有一次在台湾我看到一份报纸，两夫妻因为迷上网玩电动玩具，把一个小朋友活活饿死！
等几天，在跟他们见面，打电话。	等几天，再跟他们见面，打电话。
我作天学中文到晚上十点。	我昨天学中文到晚上十点。
因为我们看电影看到很晚，女生一个人回家不太好，所以我去送林美妹回家我才回家。	因为我们看电影看到很晚，女生一个人回家不太好，所以我去送林美美回家我才回家。
每个人带不一样的东西，也常不一样的衣服。	每个人带不一样的东西，也穿不一样的衣服。
阿伟在床上好好得睡，突然感觉到太阳很大！他救起来看时钟，怎么办时间已经八点二十分了！	阿伟在床上好好得睡，突然感觉到太阳很大！他就起来看时钟，怎么办时间已经八点二十分了！
九号是我的弟弟生日，所以我想要请你们一起来我的家完、吃饭、也吃党奥。	九号是我的弟弟生日，所以我想要请你们一起来我的家玩、吃饭、也吃蛋糕。
下个礼拜我跟隔壁们有开会，我要请你们来挑聊这个很重要的问题。	下个礼拜我跟隔壁们有开会，我要请你们来讨论这个很重要的问题。
以上是我们工厂工业区民主对您们工厂的反应。	以上是我们工厂工业区邻居对您们工厂的反映。
现在我从火车站要去学校学中文，可是我不知道，学校在哪理。	现在我从火车站要去学校学中文，可是我不知道，学校在哪里。
他们给我妈资询日本哪里好玩，天气怎么样，他们的饮食文化，风俗习惯如何．．．等等。	他们给我妈咨询日本哪里好玩，天气怎么样，他们的饮食文化，风俗习惯如何．．．等等。
若贵公司仍然不愿意处理上述问题，居民将成立环境自救委由会，将现有搜集到的污染资料，转交给司法单位处理。	若贵公司仍然不愿意处理上述问题，居民将成立环境自救委员会，将现有搜集到的污染资料，转交给司法单位处理。
她告诉他学校的路道，怎嚜去比较快到学校去。	她告诉他学校的路道，怎么去比较快到学校去。
为了太噪，下午孩子不能好好的休息、学习、做作业、什么的，然后晚上我们不可以睡觉。	为了太吵，下午孩子不能好好的休息、学习、做作业、什么的，然后晚上我们不可以睡觉。
我的国家青少年上网都葱满兴趣的，对他们来说上网又可以学到了很多东西，而且在网路上可以找到很多好的消息。	我的国家青少年上网都充满兴趣的，对他们来说上网又可以学到了很多东西，而且在网路上可以找到很多好的消息。
如上我已经写的很经楚、如果李厂长部快速处理或故意不处理的话，我们这里的邻居就无法再忍受了、到时候不要说我们没提醒你、我们会告你、让法律解决这问题了。	如上我已经写的很清楚、如果李厂长不快速处理或故意不处理的话，我们这里的邻居就无法再忍受了、到时候不要说我们没提醒你、我们会告你、让法律解决这问题了。
虽然我很幸运的还可以留下来继续的上班，但是却必须过著「三天捕鱼，两天晒网」的日子。	虽然我很幸运地还可以留下来继续的上班，但是却必须过著「三天捕鱼，两天晒网」的日子。
而且她不止对做贸易很专业，她还常常去国外跟各种各样的公司做生意。	而且她不只对做贸易很专业，她还常常去国外跟各种各样的公司做生意。
我想到我们可以去逛逛，我想我们可以去台湾然后专机往新加波。	我想到我们可以去逛逛，我想我们可以去台湾然后转机往新加坡。
「教室里该不该装摄影机」这个议题真的很难决定哪一方面是对的，因为除了见人见意的问题以外，这件事情的两个方面都有它们自己的好处，真的是「青菜、萝卜、各有所味」。	「教室里该不该装摄影机」这个议题真的很难决定哪一方面是对的，因为除了见仁见智的问题以外，这件事情的两个方面都有它们自己的好处，真的是「青菜、萝卜、各有所味」。
周末时要依靠法律的规定（就是说不能有任何会打扰附近的噪音）。	周末时要依照法律的规定（就是说不能有任何会打扰附近的噪音）。
我要选就是女人结婚生子以后应该继续工作当个职业妇女，不只靠者先生。	我要选就是女人结婚生子以后应该继续工作当个职业妇女，不只靠著先生。
过了一个小时两个小时他的朋友都回家了，但是阿伟还在哪里玩一玩。	过了一个小时两个小时他的朋友都回家了，但是阿伟还在那里玩一玩。
阿，对了！我回来一定送给你一个礼物。	啊，对了！我回来一定送给你一个礼物。
我的公司有两名员工也被裁员了，因此他们打算要一起创业当老板，还邀请我来参加开募呢。	我的公司有两名员工也被裁员了，因此他们打算要一起创业当老板，还邀请我来参加开幕呢。
我这个月有考试，所以我要赶快念书没有时间跟你去除去完。	我这个月有考试，所以我要赶快念书没有时间跟你去出去玩。
在捷克好像没有人文这样的问题，几乎每个大学生甚至高中生都有打工的经验。	在捷克好像没有人问这样的问题，几乎每个大学生甚至高中生都有打工的经验。
来我们看这节目很不做，我很喜欢。	来我们看这节目很不错，我很喜欢。
因为我不能，所以我准备小礼物，解我的朋友送给你。希望你喜欢。	因为我不能，所以我准备小礼物，请我的朋友送给你。希望你喜欢。
还有两个同学可能气人别的同学可是老师不会停他们因为她觉得这件事不重要，那这件事不好。	还有两个同学可能欺凌别的同学可是老师不会停他们因为她觉得这件事不重要，那这件事不好。
她告诉爱文：如果他在晚上喝酒他的生体一定不太好。	她告诉爱文：如果他在晚上喝酒他的身体一定不太好。
我想因为太多想要养狗的人他们想要就养没有考虑到养狗的麻烦，所以发见没办法养狗就悼在河边。	我想因为太多想要养狗的人他们想要就养没有考虑到养狗的麻烦，所以发现没办法养狗就掉在河边。
我觉得最近的小孩子由于只一个老师没帮法控制，而且很多孩子的父母在家里教养地不好，他们都把教养的责任给学校。	我觉得最近的小孩子由于只一个老师没办法控制，而且很多孩子的父母在家里教养地不好，他们都把教养的责任给学校。
美国过学生的经验虽冉有选择上的自由，我们仔细的刊的话，学的情形也夺取美国年轻人力德竞争力。	美国过学生的经验虽然有选择上的自由，我们仔细地看的话，学的情形也夺取美国年轻人力的竞争力。
再加上，煤田工厂发出来的声音真让人受不了，要是人民休息的话也没有安静的环境，真是让人难受。	再加上，每天工厂发出来的声音真让人受不了，要是人民休息的话也没有安静的环境，真是让人难受。
现在跟你们谈网路交友自己的经验，因为我在这个方面过了不少的型况。	现在跟你们谈网路交友自己的经验，因为我在这个方面过了不少的情况。
过十分钟，天气下雨，我们跑的很快。	过十分钟，天气下雨，我们跑得很快。
现在他们没办法付房租所以他们回到爸爸妈妈的家，所以他们的房东也没收到房租的钱就不能贿银行的款！	现在他们没办法付房租所以他们回到爸爸妈妈的家，所以他们的房东也没收到房租的钱就不能汇银行的款！
那个时候我们只好慢慢得安慰鼓励他让他想得开，他想得开以后就改变自己的想法了。	那个时候我们只好慢慢地安慰鼓励他让他想得开，他想得开以后就改变自己的想法了。
在夜店很热闹，有很多辣妹在跳舞，还可以喝酒和啤酒，跳无，跟啦妹聊一聊。	在夜店很热闹，有很多辣妹在跳舞，还可以喝酒和啤酒，跳舞，跟辣妹聊一聊。
我们有很多事情先要钱、对不对？请您告诉我您要负多少钱？我提案别的事。	我们有很多事情先要钱、对不对？请您告诉我您要付多少钱？我提案别的事。
空气也不好，每次出门，我们一定要带口袋。	空气也不好，每次出门，我们一定要戴口袋。
当下的我，当然非常的生气，而且感到十分的委曲。	当下的我，当然非常的生气，而且感到十分的委屈。
我们很希望您著一点处理好这件事情。如果有任何困难您也可以请我们榜首我们都很愿意，免得我们都有愉快的声、好好的工作。	我们很希望您早一点处理好这件事情。如果有任何困难您也可以请我们帮手我们都很愿意，免得我们都有愉快的生、好好的工作。
听到你们的公司也要实施「无薪徦」，我恨惊讶了。	听到你们的公司也要实施「无薪徦」，我很惊讶了。
我们谁都刚回家之后要休息一下，看看电视，跟家人聊天，安安静静的香果汁个小时。	我们谁都刚回家之后要休息一下，看看电视，跟家人聊天，安安静静的想过几个小时。
我们决定下个月一起去发山。	我们决定下个月一起去爬山。
理面的汽车有一个人，他说他可以开送给他会家。	里面的汽车有一个人，他说他可以开送给他回家。
天那！你的公司正在实施「无薪假」，而且那么多的假日。	天哪！你的公司正在实施「无薪假」，而且那么多的假日。
当时住宅区规划的时候贵工厂休场，没有人预测您会重新开场。	当时住宅区规划的时候贵工厂休厂，没有人预测您会重新开厂。
他到学校的时后，中文课已经开始。	他到学校的时候，中文课已经开始。
季厂长您好！	李厂长您好！
李大明去冰箱拿一些点心拿一些甜点跟两配啤酒。	李大明去冰箱拿一些点心拿一些甜点跟两瓶啤酒。
你们可以坐市大公车来到我们的家对面。	你们可以坐师大公车来到我们的家对面。
他喜欢穿蓝色的睡衣、戴著眼睛。	他喜欢穿蓝色的睡衣、戴著眼镜。
我觉得中文课跟公司一样中要，可是这是他们头一次跟欧洲做生意，所以我也要看一看，有什么学的。	我觉得中文课跟公司一样重要，可是这是他们头一次跟欧洲做生意，所以我也要看一看，有什么学的。
所以如果有摄影机录下在学校所有的活动，老师们已经按照合理的方法来教小孩可是还会发生意外的话，人家也不会在误会学校或是老师们做错。	所以如果有摄影机录下在学校所有的活动，老师们已经按照合理的方法来教小孩可是还会发生意外的话，人家也不会再误会学校或是老师们做错。
他如此做的不是应为他真正地怀疑妳。也不是因为妳看起来是个小偷，因为我保证妳不像。	他如此做的不是因为他真正地怀疑妳。也不是因为妳看起来是个小偷，因为我保证妳不像。
他方假的时候去爬山。	他放假的时候去爬山。
我非常同意这位私立小学的校长的看法因为我觉得如果他把这个机在教室里面然后把场地影片上拆学校的网站，所以父母随时会看他们的孩子在教室里在做什么。	我非常同意这位私立小学的校长的看法因为我觉得如果他把这个机在教室里面然后把场地影片上传学校的网站，所以父母随时会看他们的孩子在教室里在做什么。
那到底保护环境比建立公路尤甚么更多的利处呢？	那到底保护环境比建立公路有甚么更多的利处呢？
在每一个教室里装了摄影机，好让在家里的家长们能够连上学校的网站来观察牠们孩子在教室里的活动。	在每一个教室里装了摄影机，好让在家里的家长们能够连上学校的网站来观察他们孩子在教室里的活动。
家人给小孩子一部手机，因为安全，家人可以常连路跟他们的孩子。	家人给小孩子一部手机，因为安全，家人可以常连络跟他们的孩子。
在那边他一边喝酒一边跳舞，他们挑了不知道时间，所以夜里三点半才回家。	在那边他一边喝酒一边跳舞，他们跳了不知道时间，所以夜里三点半才回家。
苏嘉的时候我想回印尼，但是我没有时间。	暑假的时候我想回印尼，但是我没有时间。
那动行为会破坏租的人跟被出租的狗双方的心。所以我不想出租动物是好办法，也就是说我反对出租动物来赚钱。	那种行为会破坏租的人跟被出租的狗双方的心。所以我不想出租动物是好办法，也就是说我反对出租动物来赚钱。
我们跑来跑出，不知道要做神马。	我们跑来跑出，不知道要做什么。
今天早上在这个大搂里弄丢了我的书。	今天早上在这个大楼里弄丢了我的书。
可是如果人们太习惯再网路上跟其他人沟通的话，就有可能会忘记怎么真的和人讲话。	可是如果人们太习惯在网路上跟其他人沟通的话，就有可能会忘记怎么真的和人讲话。
但是到了中学，他们都开始大量的用电，而到了大学，他们都已经忘记了在小学时学的很多字。	但是到了中学，他们都开始大量地用电，而到了大学，他们都已经忘记了在小学时学的很多字。
你们的工人很多请告诉他们离开工厂的时候不要太噪。	你们的工人很多请告诉他们离开工厂的时候不要太吵。
难怪他的英文这么好！他们聊体一点就上课。	难怪他的英文这么好！他们聊天一点就上课。
你去一前，我可以给你钱。	你去以前，我可以给你钱。
重新庄还排水及排烟处理措施以免空气污染。	重新装潢排水及排烟处理措施以免空气污染。
大学生半工半读的现象，在泰国是一个很普遍得现象。	大学生半工半读的现象，在泰国是一个很普遍的现象。
我已经打给南澳朋友电话，踏青我们睡在他的家。	我已经打给南澳朋友电话，他请我们睡在他的家。
第三个介意是您们看一看甚么样的东西会有这种味道还是这种声音。	第三个建议是您们看一看甚么样的东西会有这种味道还是这种声音。
如果你可以在一个月内解解这个问题，与让我们的空气回溯以前的话，我们就会满意。	如果你可以在一个月内解决这个问题，与让我们的空气回溯以前的话，我们就会满意。
老师说：「好好美关系，明天你得来８点好不。」。	老师说：「好好没关系，明天你得来８点好不。」。
今天早上我在班公司找妳，可是妳还没来，所以我留一张纸告诉妳。	今天早上我在办公室找妳，可是妳还没来，所以我留一张纸告诉妳。
但是菊花对日本人而言，是丧礼食时摆列的花，因此教授一看就生气，而把他赶出去了。	但是菊花对日本人而言，是丧礼时时摆列的花，因此教授一看就生气，而把他赶出去了。
煤田您的工厂排出一量很大的臭味让这里的空气被污染，在这里的人整天都吸著这个臭味，真让身体不舒服，也有可能会发生疾病。	每天您的工厂排出大量很大的臭味让这里的空气被污染，在这里的人整天都吸著这个臭味，真让身体不舒服，也有可能会发生疾病。
如果没有打工经验没办法办段找哪一个行业等。	如果没有打工经验没办法判断找哪一个行业等。
我也知道你很难过也想找个办法何以发泄，而大声喊也是各办法。	我也知道你很难过也想找个办法可以发泄，而大声喊也是个办法。
二十四小时之后他终于到中正机场。	二十四小时之后她终于到中正机场。
对这种人而言，一后你再也不要理他了！　	对这种人而言，以后你再也不要理他了！　
所以我先去看医生，再去你的祝庆会。	所以我先去看医生，再去你的祝庆会。
他们觉得竟然不是你拿的，你就不介意给人家检察背包。	他们觉得竟然不是你拿的，你就不介意给人家检查背包。
庞大的噪音与及无法忍受的臭味不因时间的变迁而有减低。	庞大的噪音以及无法忍受的臭味不因时间的变迁而有减低。
这样父母只要在家打开电脑就可以掌握自己的子女在教室内的庄况，这样子女们也不敢回到家就向爸爸妈妈说谎了。	这样父母只要在家打开电脑就可以掌握自己的子女在教室内的状况，这样子女们也不敢回到家就向爸爸妈妈说谎了。
我不喜欢在学由装摄影机，因为对个人来讲没有自由。	我不喜欢在学有装摄影机，因为对个人来讲没有自由。
但我们很希望李厂长能处理这件事，可以开始做调查到底是什么原因产生嗓音和臭味。	但我们很希望李厂长能处理这件事，可以开始做调查到底是什么原因产生噪音和臭味。
虽然是私立学校，但是亦不应该以「非道德法」的手段进行教化。	虽然是私立学校，但是亦不应该以「非道德化」的手段进行教化。
他走了很久以后他觉得一点累，所以他现休息一下，再决定回家。	他走了很久以后他觉得一点累，所以他先休息一下，再决定回家。
西方文化的发启、传统的教育也渐渐的朝著西方多元化的教育看齐、自由的发挥、思考、研究．．．等。	西方文化的发起、传统的教育也渐渐的朝著西方多元化的教育看齐、自由的发挥、思考、研究．．．等。
关于教室里的摄影机，我非常支持这位校长的作法，我相信教室里装摄影机会给有关学校跟学生带来好几个优点。	关于教室里的摄影机，我非常支持这位校长的做法，我相信教室里装摄影机会给有关学校跟学生带来好几个优点。
我觉得狗也是一个生命，不可以像东西一样想要的时候买不需要就悼。	我觉得狗也是一个生命，不可以像东西一样想要的时候买不需要就掉。
我明天四点有空，你呢？想不想吃台湾采？	我明天四点有空，你呢？想不想吃台湾菜？
所以孩子长大以后妈妈应该做工作，别再家。	所以孩子长大以后妈妈应该做工作，别在家。
我没办法经营你的公司，为了你退休，改怎么处理后事。	我没办法经营你的公司，为了你退休，该怎么处理后事。
他们不高兴因为他们的衣服溪溪的。	他们不高兴因为他们的衣服湿湿的。
李台生根林小安一起开过去火车站。	李台生跟林小安一起开过去火车站。
